Date_Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-05-17 14:00:00,1.5,985.0,275.0,8.5,919.0,104.0,1028.0,86.0,1387.0,700.0,26.3,18.9,0.6344
2004-05-17 15:00:00,1.7,981.0,275.0,7.7,886.0,129.0,1054.0,99.0,1363.0,695.0,25.8,18.6,0.608
2004-05-17 16:00:00,1.7,1020.0,275.0,9.0,941.0,138.0,1016.0,95.0,1425.0,756.0,25.7,19.4,0.6304
2004-05-17 17:00:00,2.4,1106.0,275.0,13.4,1097.0,135.0,902.0,105.0,1552.0,941.0,26.7,17.1,0.5909
2004-05-17 18:00:00,3.1,1153.0,275.0,15.6,1168.0,163.0,842.0,121.0,1644.0,1021.0,24.3,19.8,0.5933
2004-05-17 19:00:00,3.4,1215.0,275.0,17.8,1234.0,180.0,796.0,125.0,1735.0,1167.0,23.5,20.8,0.5937
2004-05-17 20:00:00,3.0,1094.0,275.0,12.7,1072.0,170.0,888.0,122.0,1545.0,1105.0,22.0,24.0,0.6263
2004-05-17 21:00:00,1.2,944.0,275.0,6.4,832.0,72.0,1072.0,81.0,1350.0,712.0,21.1,26.2,0.6481
2004-05-17 22:00:00,1.2,964.0,275.0,7.1,861.0,69.0,1014.0,73.0,1398.0,735.0,20.9,28.8,0.7014
2004-05-17 23:00:00,1.3,1003.0,275.0,7.4,872.0,79.0,988.0,80.0,1439.0,851.0,20.2,31.2,0.7304
2004-05-18 00:00:00,1.0,914.0,275.0,5.2,774.0,53.0,1091.0,65.0,1323.0,706.0,20.0,31.5,0.7262
2004-05-18 01:00:00,0.4,839.0,275.0,2.4,609.0,36.0,1276.0,59.0,1286.0,643.0,20.8,32.3,0.7813
2004-05-18 02:00:00,0.3,830.0,275.0,2.0,582.0,30.0,1310.0,50.0,1264.0,608.0,20.0,34.5,0.7954
2004-05-18 03:00:00,0.2,812.0,275.0,1.2,521.0,30.0,1413.0,50.0,1233.0,469.0,21.2,32.9,0.8178
2004-05-18 04:00:00,0.2,832.0,275.0,1.5,547.0,15.0,1320.0,23.0,1254.0,469.0,18.3,40.0,0.8345
2004-05-18 05:00:00,0.5,903.0,275.0,3.1,656.0,38.0,1155.0,37.0,1361.0,618.0,17.0,44.6,0.8593
2004-05-18 06:00:00,0.9,1022.0,275.0,6.3,825.0,68.0,931.0,54.0,1487.0,931.0,17.1,45.3,0.8784
2004-05-18 07:00:00,2.7,1378.0,275.0,19.3,1277.0,192.0,628.0,94.0,1970.0,1519.0,17.1,46.5,0.901
2004-05-18 08:00:00,6.5,1745.0,275.0,38.9,1748.0,346.0,484.0,139.0,2605.0,2054.0,18.8,39.7,0.8547
2004-05-18 09:00:00,3.2,1326.0,275.0,14.6,1137.0,225.0,719.0,115.0,1760.0,1550.0,20.3,38.1,0.8946
2004-05-18 10:00:00,2.4,1215.0,275.0,12.3,1062.0,199.0,794.0,119.0,1650.0,1381.0,25.3,27.0,0.8565
2004-05-18 11:00:00,1.9,1138.0,275.0,11.0,1015.0,140.0,854.0,103.0,1604.0,1115.0,27.4,22.8,0.8219
2004-05-18 12:00:00,2.7,1244.0,275.0,15.4,1162.0,162.0,765.0,123.0,1735.0,1189.0,30.0,20.0,0.8338
2004-05-18 13:00:00,2.9,1261.0,275.0,17.0,1210.0,173.0,736.0,126.0,1769.0,1200.0,30.9,19.1,0.8394
2004-05-18 14:00:00,2.0,1182.0,275.0,12.5,1066.0,121.0,818.0,106.0,1663.0,965.0,30.6,20.2,0.8719
2004-05-18 15:00:00,2.3,1208.0,275.0,13.8,1111.0,133.0,783.0,127.0,1653.0,1018.0,32.2,18.9,0.8964
2004-05-18 16:00:00,1.9,1158.0,275.0,10.1,981.0,96.0,862.0,105.0,1573.0,775.0,31.7,19.5,0.8981
2004-05-18 17:00:00,3.0,1346.0,275.0,19.3,1278.0,141.0,701.0,130.0,1873.0,1193.0,30.9,20.5,0.8996
2004-05-18 18:00:00,4.4,1443.0,275.0,22.7,1371.0,221.0,664.0,160.0,1988.0,1425.0,27.5,24.7,0.8899
2004-05-18 19:00:00,4.7,1440.0,275.0,25.5,1443.0,232.0,635.0,162.0,2068.0,1594.0,25.8,27.0,0.8821
2004-05-18 20:00:00,3.4,1232.0,275.0,15.8,1173.0,174.0,751.0,135.0,1750.0,1284.0,23.7,30.0,0.8633
2004-05-18 21:00:00,2.4,1159.0,275.0,12.3,1061.0,138.0,812.0,122.0,1648.0,1174.0,22.2,33.4,0.8806
2004-05-18 22:00:00,1.2,1081.0,275.0,8.7,929.0,65.0,910.0,75.0,1518.0,937.0,21.1,36.5,0.9019
2004-05-18 23:00:00,1.7,1083.0,275.0,8.3,911.0,107.0,883.0,96.0,1507.0,985.0,20.2,38.6,0.9016
2004-05-19 00:00:00,1.2,1069.0,275.0,7.7,887.0,70.0,859.0,84.0,1542.0,1041.0,19.3,43.0,0.9535
2004-05-19 01:00:00,0.7,940.0,275.0,4.2,724.0,44.0,1012.0,68.0,1407.0,867.0,19.2,43.6,0.9591
2004-05-19 02:00:00,0.5,901.0,275.0,3.0,653.0,41.0,1094.0,65.0,1367.0,822.0,18.4,45.7,0.9599
2004-05-19 03:00:00,0.3,848.0,275.0,1.8,571.0,41.0,1224.0,65.0,1297.0,624.0,18.7,44.3,0.9453
2004-05-19 04:00:00,0.3,846.0,275.0,2.2,598.0,33.0,1211.0,52.0,1332.0,669.0,16.3,51.4,0.9468
2004-05-19 05:00:00,0.3,848.0,275.0,2.2,598.0,32.0,1219.0,46.0,1318.0,628.0,17.0,49.2,0.9459
2004-05-19 06:00:00,0.7,980.0,275.0,5.7,800.0,46.0,983.0,54.0,1462.0,810.0,16.4,52.1,0.9612
2004-05-19 07:00:00,3.1,1408.0,275.0,20.9,1321.0,173.0,618.0,94.0,2044.0,1495.0,16.4,53.4,0.9863
2004-05-19 08:00:00,6.2,1716.0,275.0,36.7,1701.0,320.0,490.0,155.0,2545.0,2018.0,18.6,46.8,0.99
2004-05-19 09:00:00,4.6,1475.0,275.0,22.0,1351.0,294.0,625.0,165.0,2006.0,1696.0,21.0,41.1,1.0104
2004-05-19 10:00:00,2.6,1262.0,275.0,13.4,1096.0,182.0,772.0,134.0,1711.0,1340.0,26.4,28.9,0.9785
2004-05-19 11:00:00,2.1,1156.0,275.0,11.5,1034.0,154.0,813.0,122.0,1640.0,1123.0,27.7,26.3,0.9652
2004-05-19 12:00:00,2.0,1192.0,275.0,13.4,1097.0,118.0,796.0,113.0,1688.0,971.0,30.1,22.1,0.9281
2004-05-19 13:00:00,2.2,1233.0,275.0,15.2,1154.0,116.0,746.0,115.0,1740.0,1000.0,31.0,22.9,1.0144
2004-05-19 14:00:00,2.1,1208.0,275.0,13.0,1083.0,121.0,792.0,118.0,1702.0,891.0,31.0,22.6,1.0012
2004-05-19 15:00:00,2.3,1215.0,275.0,14.0,1116.0,116.0,784.0,125.0,1715.0,852.0,31.6,21.0,0.959
2004-05-19 16:00:00,2.5,1251.0,275.0,15.5,1165.0,144.0,747.0,135.0,1774.0,975.0,30.4,24.7,1.0526
2004-05-19 17:00:00,3.4,1358.0,275.0,19.3,1278.0,176.0,689.0,149.0,1899.0,1192.0,28.8,26.3,1.0271
2004-05-19 18:00:00,4.3,1379.0,275.0,21.9,1349.0,214.0,645.0,162.0,1961.0,1373.0,26.4,30.1,1.0204
2004-05-19 19:00:00,3.8,1379.0,275.0,21.1,1326.0,191.0,659.0,151.0,1961.0,1307.0,24.7,31.5,0.9672
2004-05-19 20:00:00,3.8,1373.0,275.0,18.4,1252.0,205.0,670.0,154.0,1889.0,1325.0,22.9,36.5,1.0083
2004-05-19 21:00:00,2.0,1197.0,275.0,9.3,950.0,110.0,823.0,118.0,1592.0,918.0,20.8,41.8,1.0155
2004-05-19 22:00:00,1.7,1238.0,275.0,9.0,940.0,95.0,815.0,103.0,1622.0,877.0,19.7,47.1,1.0666
2004-05-19 23:00:00,2.0,1255.0,275.0,9.6,963.0,126.0,781.0,122.0,1665.0,1024.0,18.9,52.2,1.1313
2004-05-20 00:00:00,1.5,1164.0,275.0,8.2,908.0,90.0,821.0,102.0,1574.0,1019.0,18.5,50.1,1.0539
2004-05-20 01:00:00,0.8,1046.0,275.0,5.8,803.0,48.0,900.0,73.0,1490.0,823.0,18.0,53.0,1.0832
2004-05-20 02:00:00,0.5,956.0,275.0,3.1,661.0,38.0,1043.0,59.0,1398.0,701.0,18.4,51.7,1.0819
2004-05-20 03:00:00,0.3,885.0,275.0,1.7,565.0,38.0,1217.0,59.0,1329.0,542.0,19.8,46.2,1.056
2004-05-20 04:00:00,0.3,877.0,275.0,1.6,549.0,14.0,1265.0,26.0,1317.0,463.0,19.6,47.7,1.0736
2004-05-20 05:00:00,0.3,925.0,275.0,2.3,609.0,26.0,1168.0,35.0,1363.0,533.0,17.3,54.1,1.0582
2004-05-20 06:00:00,0.9,1086.0,275.0,6.6,837.0,83.0,885.0,68.0,1553.0,906.0,15.8,59.0,1.0495
2004-05-20 07:00:00,2.8,1490.0,275.0,19.6,1286.0,188.0,593.0,97.0,2053.0,1447.0,16.6,55.9,1.0486
2004-05-20 08:00:00,5.4,1763.0,275.0,32.9,1617.0,253.0,489.0,146.0,2503.0,1835.0,18.7,52.8,1.1279
2004-05-20 09:00:00,4.0,1462.0,275.0,18.1,1242.0,149.0,637.0,83.0,1961.0,1552.0,20.7,46.4,1.1227
2004-05-20 10:00:00,2.2,1232.0,275.0,12.4,1062.0,155.0,787.0,117.0,1707.0,1092.0,26.1,30.0,0.9972
2004-05-20 11:00:00,2.2,1239.0,275.0,12.5,1067.0,146.0,779.0,117.0,1702.0,1071.0,28.6,25.8,0.9989
2004-05-20 12:00:00,2.0,1218.0,275.0,12.0,1051.0,121.0,796.0,108.0,1689.0,881.0,30.3,23.3,0.9869
2004-05-20 13:00:00,2.0,1235.0,275.0,13.3,1094.0,111.0,756.0,107.0,1729.0,907.0,31.3,22.3,1.0043
2004-05-20 14:00:00,1.9,1196.0,275.0,12.3,1061.0,116.0,791.0,120.0,1649.0,899.0,31.1,22.3,0.9888
2004-05-20 15:00:00,2.7,1288.0,275.0,16.0,1179.0,167.0,717.0,150.0,1799.0,1074.0,32.4,20.4,0.9732
2004-05-20 16:00:00,2.2,1248.0,275.0,13.7,1108.0,145.0,772.0,138.0,1701.0,969.0,32.6,19.3,0.935
2004-05-20 17:00:00,3.5,1401.0,275.0,21.7,1342.0,192.0,663.0,148.0,1959.0,1267.0,31.2,20.3,0.9064
2004-05-20 18:00:00,4.1,1401.0,275.0,23.7,1396.0,231.0,645.0,168.0,2009.0,1402.0,27.7,24.8,0.9106
2004-05-20 19:00:00,4.4,1444.0,275.0,22.1,1354.0,248.0,655.0,172.0,1956.0,1437.0,25.7,27.9,0.908
2004-05-20 20:00:00,4.5,1379.0,275.0,20.6,1312.0,267.0,683.0,179.0,1870.0,1382.0,24.1,29.9,0.8879
2004-05-20 21:00:00,2.9,1251.0,275.0,13.4,1097.0,181.0,771.0,143.0,1680.0,1280.0,22.2,34.4,0.9072
2004-05-20 22:00:00,2.6,1269.0,275.0,12.8,1077.0,163.0,773.0,137.0,1706.0,1250.0,20.7,38.0,0.9149
2004-05-20 23:00:00,2.1,1242.0,275.0,12.3,1060.0,141.0,745.0,117.0,1693.0,1359.0,20.2,42.8,0.9983
2004-05-21 00:00:00,1.2,1045.0,275.0,6.8,850.0,78.0,889.0,93.0,1506.0,1102.0,20.5,42.0,1.0004
2004-05-21 01:00:00,0.6,937.0,275.0,3.8,698.0,42.0,1039.0,64.0,1382.0,768.0,20.1,42.0,0.9763
2004-05-21 02:00:00,0.3,875.0,275.0,2.5,622.0,35.0,1167.0,58.0,1331.0,656.0,20.0,41.5,0.9571
2004-05-21 03:00:00,0.3,889.0,275.0,2.7,633.0,35.0,1123.0,58.0,1344.0,683.0,16.3,51.6,0.9461
2004-05-21 04:00:00,0.3,888.0,275.0,2.8,640.0,33.0,1089.0,47.0,1330.0,670.0,16.5,50.2,0.932
2004-05-21 05:00:00,0.3,881.0,275.0,2.6,624.0,38.0,1135.0,47.0,1319.0,656.0,16.4,50.2,0.931
2004-05-21 06:00:00,0.7,998.0,275.0,7.0,856.0,65.0,894.0,62.0,1488.0,926.0,14.9,54.7,0.9203
2004-05-21 07:00:00,4.2,1517.0,275.0,26.2,1460.0,296.0,551.0,113.0,2205.0,1677.0,16.4,51.3,0.9474
2004-05-21 08:00:00,4.8,1522.0,275.0,28.2,1509.0,303.0,543.0,126.0,2275.0,1828.0,18.2,46.2,0.9575
2004-05-21 09:00:00,3.4,1417.0,275.0,20.2,1303.0,244.0,635.0,139.0,1964.0,1752.0,20.7,40.0,0.9639
2004-05-21 10:00:00,2.8,1329.0,275.0,17.1,1214.0,216.0,700.0,148.0,1845.0,1581.0,26.5,27.0,0.9217
2004-05-21 11:00:00,1.8,1203.0,275.0,11.2,1023.0,137.0,825.0,117.0,1622.0,1132.0,28.5,23.8,0.915
2004-05-21 12:00:00,1.9,1234.0,275.0,11.6,1037.0,120.0,788.0,106.0,1658.0,1037.0,29.7,23.7,0.9714
2004-05-21 13:00:00,2.0,1286.0,275.0,13.2,1090.0,100.0,750.0,98.0,1719.0,1023.0,31.7,21.7,0.9966
2004-05-21 14:00:00,1.9,1298.0,275.0,12.7,1075.0,103.0,749.0,98.0,1690.0,1022.0,31.7,21.5,0.9902
2004-05-21 15:00:00,2.0,1308.0,275.0,13.0,1084.0,123.0,757.0,110.0,1724.0,989.0,32.8,19.5,0.9515
2004-05-21 16:00:00,2.3,1276.0,275.0,13.5,1099.0,136.0,783.0,114.0,1680.0,925.0,32.5,18.6,0.8948
2004-05-21 17:00:00,2.7,1234.0,275.0,10.2,985.0,158.0,815.0,122.0,1572.0,795.0,30.2,22.6,0.9524
2004-05-21 18:00:00,3.6,1419.0,275.0,20.1,1300.0,216.0,670.0,155.0,1923.0,1263.0,27.6,25.7,0.9382
2004-05-21 19:00:00,3.8,1325.0,275.0,19.1,1273.0,211.0,716.0,145.0,1815.0,1184.0,25.9,24.9,0.8195
2004-05-21 20:00:00,3.5,1346.0,275.0,17.5,1224.0,202.0,715.0,146.0,1794.0,1272.0,23.9,29.4,0.8589
2004-05-21 21:00:00,2.5,1241.0,275.0,13.8,1110.0,147.0,772.0,130.0,1698.0,1177.0,22.3,32.1,0.8515
2004-05-21 22:00:00,2.5,1274.0,275.0,13.3,1094.0,160.0,771.0,126.0,1682.0,1231.0,20.5,35.9,0.8565
2004-05-21 23:00:00,3.0,1321.0,275.0,14.8,1144.0,162.0,732.0,127.0,1745.0,1243.0,19.8,37.2,0.8509
2004-05-22 00:00:00,3.7,1424.0,275.0,18.0,1240.0,194.0,662.0,126.0,1841.0,1427.0,19.1,41.9,0.9158
2004-05-22 01:00:00,3.3,1357.0,275.0,16.0,1178.0,167.0,674.0,124.0,1782.0,1454.0,17.8,46.1,0.9344
2004-05-22 02:00:00,1.5,1123.0,275.0,9.7,966.0,91.0,770.0,93.0,1594.0,1183.0,17.6,47.6,0.9465
2004-05-22 03:00:00,0.7,1003.0,275.0,6.2,820.0,91.0,902.0,93.0,1455.0,908.0,17.9,46.3,0.9394
2004-05-22 04:00:00,0.7,951.0,275.0,4.0,713.0,42.0,994.0,58.0,1385.0,821.0,16.9,49.8,0.9544
2004-05-22 05:00:00,0.5,941.0,275.0,3.6,687.0,50.0,1024.0,59.0,1374.0,777.0,15.8,53.8,0.9615
2004-05-22 06:00:00,0.5,986.0,275.0,4.6,745.0,61.0,959.0,66.0,1426.0,888.0,16.5,53.5,0.9928
2004-05-22 07:00:00,1.2,1153.0,275.0,9.2,947.0,107.0,795.0,80.0,1643.0,1076.0,17.2,52.9,1.0276
2004-05-22 08:00:00,2.2,1323.0,275.0,14.6,1137.0,139.0,696.0,94.0,1846.0,1285.0,19.3,48.3,1.0723
2004-05-22 09:00:00,2.2,1315.0,275.0,11.7,1040.0,165.0,743.0,102.0,1740.0,1315.0,20.6,47.1,1.1287
2004-05-22 10:00:00,2.1,1303.0,275.0,11.0,1015.0,139.0,777.0,96.0,1731.0,1250.0,23.7,40.0,1.153
2004-05-22 11:00:00,1.8,1238.0,275.0,11.6,1037.0,113.0,813.0,91.0,1698.0,978.0,25.6,32.5,1.053
2004-05-22 12:00:00,2.2,1259.0,275.0,12.9,1080.0,138.0,772.0,104.0,1736.0,1072.0,27.2,28.1,0.9989
2004-05-22 13:00:00,2.0,1246.0,275.0,12.6,1070.0,104.0,770.0,84.0,1747.0,1064.0,27.9,28.1,1.0394
2004-05-22 14:00:00,1.4,1154.0,275.0,8.3,912.0,78.0,872.0,76.0,1605.0,825.0,28.3,27.8,1.0539
2004-05-22 15:00:00,1.8,1237.0,275.0,10.5,997.0,97.0,800.0,87.0,1688.0,924.0,29.2,27.0,1.081
2004-05-22 16:00:00,2.1,1315.0,275.0,11.7,1041.0,115.0,773.0,101.0,1767.0,966.0,28.9,29.3,1.1503
2004-05-22 17:00:00,2.8,1466.0,275.0,15.8,1174.0,152.0,680.0,115.0,1965.0,1302.0,25.4,39.8,1.2771
2004-05-22 18:00:00,2.8,1409.0,275.0,13.9,1113.0,157.0,710.0,110.0,1850.0,1256.0,25.2,40.1,1.2642
2004-05-22 19:00:00,2.7,1366.0,275.0,15.7,1171.0,132.0,693.0,103.0,1933.0,1068.0,24.5,39.4,1.1963
2004-05-22 20:00:00,1.8,1241.0,275.0,10.9,1011.0,98.0,781.0,90.0,1748.0,1070.0,22.3,45.4,1.2088
2004-05-22 21:00:00,1.2,1123.0,275.0,6.4,832.0,65.0,930.0,68.0,1565.0,792.0,21.2,48.3,1.2034
2004-05-22 22:00:00,2.6,1321.0,275.0,12.7,1075.0,101.0,757.0,85.0,1891.0,1017.0,20.6,50.5,1.2082
2004-05-22 23:00:00,3.1,1397.0,275.0,15.3,1159.0,134.0,681.0,100.0,1949.0,1207.0,20.2,52.9,1.234
2004-05-23 00:00:00,4.1,1507.0,275.0,20.5,1311.0,177.0,608.0,114.0,2107.0,1499.0,19.8,54.5,1.2488
2004-05-23 01:00:00,3.6,1405.0,275.0,15.9,1177.0,179.0,660.0,108.0,1931.0,1474.0,19.5,56.2,1.2624
2004-05-23 02:00:00,1.9,1192.0,275.0,10.4,994.0,105.0,759.0,78.0,1780.0,1163.0,19.0,58.0,1.2581
2004-05-23 03:00:00,1.9,1199.0,275.0,12.6,1070.0,105.0,671.0,78.0,1873.0,1189.0,18.1,61.6,1.2679
2004-05-23 04:00:00,1.9,973.0,275.0,4.9,761.0,49.0,954.0,55.0,1501.0,815.0,18.0,57.6,1.1788
2004-05-23 05:00:00,0.3,864.0,275.0,2.1,591.0,27.0,1247.0,37.0,1374.0,507.0,17.7,56.0,1.1215
2004-05-23 06:00:00,0.4,886.0,275.0,2.2,598.0,41.0,1257.0,53.0,1374.0,506.0,17.9,52.4,1.0655
2004-05-23 07:00:00,0.8,988.0,275.0,4.0,713.0,78.0,1092.0,79.0,1455.0,716.0,18.9,49.3,1.0668
2004-05-23 08:00:00,0.8,1008.0,275.0,4.3,729.0,68.0,1034.0,65.0,1490.0,795.0,20.0,48.6,1.1199
2004-05-23 09:00:00,0.8,976.0,275.0,3.8,698.0,64.0,1156.0,64.0,1393.0,594.0,20.6,41.2,0.9841
2004-05-23 10:00:00,0.8,978.0,275.0,4.1,718.0,67.0,1137.0,66.0,1392.0,565.0,23.6,34.0,0.9749
2004-05-23 11:00:00,0.9,987.0,275.0,4.5,740.0,54.0,1105.0,53.0,1407.0,523.0,26.7,28.1,0.9688
2004-05-23 12:00:00,1.2,1030.0,275.0,5.3,778.0,67.0,1071.0,69.0,1452.0,591.0,26.8,28.1,0.9785
2004-05-23 13:00:00,1.0,955.0,275.0,4.2,723.0,51.0,1129.0,57.0,1393.0,559.0,27.7,25.8,0.9467
2004-05-23 14:00:00,0.8,924.0,275.0,3.3,673.0,28.0,1247.0,36.0,1346.0,430.0,28.8,22.7,0.8864
2004-05-23 15:00:00,1.1,1005.0,275.0,4.9,758.0,51.0,1091.0,57.0,1434.0,522.0,26.8,27.3,0.9462
2004-05-23 16:00:00,1.5,1059.0,275.0,6.1,816.0,77.0,1023.0,73.0,1468.0,641.0,25.9,28.7,0.9423
2004-05-23 17:00:00,1.5,1079.0,275.0,6.9,851.0,93.0,991.0,81.0,1490.0,738.0,25.8,27.7,0.9076
2004-05-23 18:00:00,1.4,1070.0,275.0,6.8,850.0,94.0,997.0,91.0,1502.0,778.0,24.8,29.5,0.9077
2004-05-23 19:00:00,1.1,1085.0,275.0,5.8,805.0,69.0,972.0,65.0,1528.0,718.0,25.3,36.3,1.1513
2004-05-23 20:00:00,0.9,1066.0,275.0,5.5,787.0,57.0,986.0,56.0,1552.0,689.0,23.9,40.4,1.1787
2004-05-23 21:00:00,1.0,1094.0,275.0,6.1,815.0,74.0,934.0,69.0,1563.0,852.0,21.4,46.6,1.1764
2004-05-23 22:00:00,1.1,1110.0,275.0,6.0,814.0,75.0,948.0,73.0,1571.0,854.0,20.5,49.3,1.173
2004-05-23 23:00:00,1.0,968.0,275.0,4.2,719.0,73.0,1081.0,76.0,1388.0,664.0,19.2,42.3,0.9339
2004-05-24 00:00:00,0.7,906.0,275.0,4.1,714.0,56.0,1163.0,67.0,1351.0,544.0,19.2,37.9,0.8352
2004-05-24 01:00:00,0.5,849.0,275.0,2.4,615.0,31.0,1285.0,44.0,1276.0,461.0,17.2,43.1,0.8394
2004-05-24 02:00:00,0.2,774.0,275.0,1.0,500.0,13.0,1536.0,21.0,1169.0,352.0,15.8,45.2,0.8052
2004-05-24 03:00:00,0.2,746.0,275.0,0.6,450.0,13.0,1807.0,21.0,1111.0,308.0,15.7,42.3,0.7464
2004-05-24 04:00:00,0.2,753.0,275.0,0.5,437.0,14.0,1904.0,19.0,1110.0,301.0,16.3,41.0,0.7513
2004-05-24 05:00:00,0.1,749.0,275.0,0.7,466.0,23.0,1803.0,29.0,1089.0,307.0,16.1,36.5,0.664
2004-05-24 06:00:00,0.5,864.0,275.0,2.8,642.0,72.0,1288.0,69.0,1255.0,441.0,16.5,36.2,0.6752
2004-05-24 07:00:00,1.6,1002.0,275.0,7.8,893.0,165.0,1010.0,111.0,1394.0,775.0,17.5,30.9,0.6111
2004-05-24 08:00:00,2.0,970.0,275.0,9.7,966.0,118.0,944.0,81.0,1379.0,907.0,18.4,24.0,0.5046
2004-05-24 09:00:00,1.3,898.0,275.0,6.9,853.0,85.0,1066.0,56.0,1271.0,763.0,19.2,23.8,0.5235
2004-05-24 10:00:00,1.0,847.0,275.0,5.8,800.0,116.0,1155.0,90.0,1179.0,649.0,21.7,18.1,0.4642
2004-05-24 11:00:00,0.9,847.0,275.0,5.5,788.0,112.0,1203.0,85.0,1162.0,598.0,22.3,17.0,0.4513
2004-05-24 12:00:00,1.2,871.0,275.0,6.8,848.0,100.0,1139.0,83.0,1208.0,579.0,22.8,16.1,0.4404
2004-05-24 13:00:00,1.3,869.0,275.0,7.2,866.0,109.0,1107.0,85.0,1212.0,596.0,23.8,14.5,0.4222
2004-05-24 14:00:00,1.1,875.0,275.0,6.9,854.0,111.0,1160.0,85.0,1200.0,595.0,25.1,13.1,0.4129
2004-05-24 15:00:00,1.2,895.0,275.0,7.5,878.0,109.0,1122.0,81.0,1238.0,607.0,25.8,12.9,0.4219
2004-05-24 16:00:00,1.4,926.0,275.0,7.7,885.0,114.0,1101.0,92.0,1259.0,662.0,25.5,14.0,0.4495
2004-05-24 17:00:00,2.0,996.0,275.0,12.0,1048.0,139.0,959.0,108.0,1397.0,822.0,24.5,15.4,0.4663
2004-05-24 18:00:00,2.4,997.0,275.0,13.5,1100.0,157.0,896.0,106.0,1392.0,987.0,22.6,17.2,0.4656
2004-05-24 19:00:00,2.1,1006.0,275.0,12.0,1048.0,147.0,925.0,114.0,1416.0,966.0,21.2,18.9,0.471
2004-05-24 20:00:00,1.2,895.0,275.0,6.7,845.0,102.0,1072.0,96.0,1241.0,763.0,19.1,22.8,0.501
2004-05-24 21:00:00,0.7,862.0,275.0,4.8,751.0,73.0,1154.0,77.0,1213.0,617.0,18.4,24.6,0.5169
2004-05-24 22:00:00,0.7,858.0,275.0,4.8,756.0,65.0,1159.0,73.0,1209.0,564.0,17.3,25.6,0.5032
2004-05-24 23:00:00,0.8,853.0,275.0,5.0,762.0,76.0,1134.0,86.0,1184.0,646.0,16.5,24.9,0.4642
2004-05-25 00:00:00,0.5,859.0,275.0,4.3,727.0,65.0,1120.0,84.0,1187.0,753.0,16.7,28.3,0.5316
2004-05-25 01:00:00,0.2,837.0,275.0,2.7,634.0,41.0,1200.0,56.0,1150.0,669.0,15.5,32.2,0.5641
2004-05-25 02:00:00,0.2,746.0,275.0,0.9,493.0,17.0,1522.0,31.0,1063.0,435.0,17.5,29.1,0.5773
2004-05-25 03:00:00,0.2,752.0,275.0,1.2,515.0,17.0,1472.0,31.0,1068.0,436.0,13.3,35.6,0.5393
2004-05-25 04:00:00,0.2,742.0,275.0,0.9,489.0,19.0,1559.0,30.0,1048.0,403.0,14.0,33.7,0.5355
2004-05-25 05:00:00,0.1,774.0,275.0,1.7,560.0,45.0,1386.0,51.0,1107.0,532.0,11.6,40.0,0.5462
2004-05-25 06:00:00,0.2,798.0,275.0,2.6,630.0,40.0,1291.0,45.0,1125.0,536.0,13.4,34.5,0.5272
2004-05-25 07:00:00,1.1,1002.0,275.0,8.8,932.0,101.0,949.0,82.0,1405.0,917.0,15.2,31.0,0.5329
2004-05-25 08:00:00,3.0,1210.0,275.0,22.2,1356.0,183.0,657.0,100.0,1786.0,1481.0,16.3,27.5,0.5066
2004-05-25 09:00:00,2.1,1058.0,275.0,15.3,1158.0,149.0,820.0,91.0,1459.0,1187.0,19.2,20.0,0.439
2004-05-25 10:00:00,2.6,1106.0,275.0,14.0,1118.0,207.0,885.0,130.0,1451.0,1220.0,24.9,13.0,0.4038
2004-05-25 11:00:00,3.2,1153.0,275.0,18.5,1253.0,289.0,815.0,155.0,1541.0,1381.0,28.3,9.9,0.3754
2004-05-25 12:00:00,2.1,1047.0,275.0,13.5,1101.0,159.0,913.0,114.0,1391.0,1103.0,29.2,9.8,0.3914
2004-05-25 13:00:00,2.2,1091.0,275.0,15.8,1172.0,162.0,874.0,127.0,1459.0,1105.0,31.6,9.2,0.419
2004-05-25 14:00:00,2.4,1162.0,275.0,18.5,1253.0,173.0,796.0,138.0,1595.0,1248.0,32.6,9.3,0.4499
2004-05-25 15:00:00,2.4,1059.0,275.0,12.6,1070.0,173.0,925.0,138.0,1401.0,976.0,32.6,9.2,0.4463
2004-05-25 16:00:00,2.4,1083.0,275.0,12.0,1051.0,173.0,939.0,138.0,1390.0,898.0,32.3,10.0,0.4747
2004-05-25 17:00:00,2.4,1150.0,275.0,15.4,1161.0,173.0,867.0,138.0,1512.0,1038.0,32.1,10.7,0.4996
2004-05-25 18:00:00,2.4,1321.0,275.0,24.9,1426.0,173.0,720.0,138.0,1859.0,1395.0,29.7,12.2,0.5007
2004-05-25 19:00:00,2.4,1321.0,275.0,24.9,1426.0,173.0,720.0,138.0,1859.0,1395.0,29.7,12.2,0.5007
2004-05-25 20:00:00,2.4,1321.0,275.0,24.9,1426.0,173.0,720.0,138.0,1859.0,1395.0,29.7,12.2,0.5007
2004-05-25 21:00:00,2.4,1321.0,275.0,24.9,1426.0,173.0,720.0,138.0,1859.0,1395.0,29.7,12.2,0.5007
2004-05-25 22:00:00,2.4,1321.0,275.0,24.9,1426.0,173.0,720.0,138.0,1859.0,1395.0,29.7,12.2,0.5007
